11934,18,,,,,,,,,,,,,,,,
"Lever_position","ship_speed","gt_torque","gt_revs","gg_revs","star_prop_torque","port_prop_torque","hp_exit_temp","gt_in_airT","gt_out_airT","HP_exit_pres","GT_in_pres","GT_out_pres","gas_exhaust_pres","turb_injec","fuel_flow","GT_compre_coef","GT_turb_coef"
4.161,12,14719,1547.4,7720.2,113.74,113.74,635.16,288,603.71,1.664,0.998,8.963,1.023,16.995,0.336,0.99,0.984
5.14,15,21625,1924.3,8464.9,175.24,175.24,701.62,288,634.13,2.089,0.998,11.154,1.026,24.913,0.493,0.99,0.984
6.175,18,29762,2306.8,8794.2,246.03,246.03,769.44,288,664.65,2.513,0.998,13.304,1.031,34.06,0.674,0.99,0.984
7.148,21,39005,2678,9117.5,332.46,332.46,818.68,288,686.02,2.985,0.998,15.656,1.036,43.726,0.866,0.99,0.984
8.206,24,50993,3087.4,9298.9,438.08,438.08,915.93,288,727.69,3.598,0.998,18.582,1.042,59.995,1.188,0.99,0.984
9.3,27,72764,3560.4,9739.8,644.72,644.72,1062.7,288,773.46,4.537,0.998,22.827,1.051,88.483,1.752,0.99,0.984
1.138,3,5020.9,1350.3,6623.9,7.52,7.52,593.75,288,563.92,1.264,0.998,6.853,1.019,18.084,0.251,0.99,0.985
2.088,6,6283.4,1390.6,6774.3,30.831,30.831,585.4,288,569.69,1.319,0.998,7.13,1.02,0,0.233,0.99,0.985
3.144,9,8375.4,1386.7,7047.3,60.314,60.314,579.76,288,577.46,1.392,0.998,7.519,1.02,12.077,0.239,0.99,0.985
4.161,12,14719,1547.4,7722.2,113.74,113.74,634.3,288,603.55,1.664,0.998,8.954,1.023,16.953,0.336,0.99,0.985
5.14,15,21625,1924.3,8465.8,175.22,175.22,700.66,288,633.95,2.088,0.998,11.143,1.027,24.857,0.492,0.99,0.985
6.175,18,29762,2306.8,8795.2,246.03,246.03,768.35,288,664.42,2.513,0.998,13.29,1.031,33.988,0.673,0.99,0.985
7.148,21,39005,2678,9118.1,332.44,332.44,817.66,288,685.85,2.984,0.998,15.639,1.036,43.645,0.864,0.99,0.985
8.206,24,50993,3087.5,9299.3,438.08,438.08,914.87,288,727.52,3.598,0.998,18.561,1.042,59.897,1.186,0.99,0.985
9.3,27,72765,3560.4,9740.7,644.74,644.74,1061.8,288,773.3,4.536,0.998,22.8,1.051,88.378,1.749,0.99,0.985
1.138,3,3817.1,1338.2,6617,6.831,6.831,563.1,288,558.9,1.223,0.998,6.624,1.019,22.687,0.218,0.99,0.986
2.088,6,6537.8,1387.4,6774.8,30.235,30.235,592.52,288,570.29,1.325,0.998,7.159,1.02,2.52,0.244,0.99,0.986
3.144,9,8375.4,1386.7,7049.9,60.314,60.314,578.97,288,577.32,1.392,0.998,7.512,1.02,12.043,0.238,0.99,0.986
4.161,12,14719,1547.4,7724.1,113.75,113.75,633.43,288,603.39,1.663,0.998,8.945,1.023,16.911,0.335,0.99,0.986
5.14,15,21626,1924.3,8466.7,175.25,175.25,699.71,288,633.77,2.088,0.998,11.132,1.027,24.802,0.491,0.99,0.986
6.175,18,29762,2306.8,8796.2,245.95,245.95,767.26,288,664.2,2.512,0.998,13.276,1.031,33.915,0.671,0.99,0.986
7.148,21,39004,2678,9118.6,332.46,332.46,816.65,288,685.68,2.984,0.998,15.622,1.036,43.564,0.863,0.99,0.986
8.206,24,50993,3087.5,9299.8,438.07,438.07,913.82,288,727.35,3.597,0.998,18.541,1.042,59.799,1.184,0.99,0.986
9.3,27,72765,3560.4,9741.6,644.91,644.91,1060.9,288,773.15,4.534,0.998,22.772,1.051,88.272,1.747,0.99,0.986
1.138,3,2664.9,1335.8,6616.4,6.692,6.692,528.96,288,553.7,1.185,0.998,6.398,1.019,22.167,0.178,0.99,0.987
2.088,6,6710.1,1384.7,6775.6,29.728,29.728,597.2,288,570.7,1.329,0.998,7.179,1.02,4.16,0.251,0.99,0.987
3.144,9,8375.5,1386.7,7052.4,60.306,60.306,578.18,288,577.17,1.392,0.998,7.505,1.02,12.01,0.238,0.99,0.987
4.161,12,14719,1547.5,7726.1,113.73,113.73,632.57,288,603.23,1.663,0.998,8.936,1.023,16.869,0.334,0.99,0.987
5.14,15,21626,1924.3,8467.6,175.26,175.26,698.75,288,633.6,2.088,0.998,11.12,1.027,24.746,0.49,0.99,0.987
6.175,18,29762,2306.8,8797.2,246.01,246.01,766.17,288,663.98,2.512,0.998,13.262,1.031,33.843,0.67,0.99,0.987
7.148,21,39003,2678,9119.1,332.32,332.32,815.64,288,685.51,2.983,0.998,15.605,1.036,43.483,0.861,0.99,0.987
8.206,24,50993,3087.5,9300.2,438.08,438.08,912.77,288,727.18,3.596,0.998,18.52,1.042,59.702,1.182,0.99,0.987
9.3,27,72767,3560.4,9742.5,645.04,645.04,1060.1,288,772.99,4.533,0.998,22.745,1.051,88.167,1.745,0.99,0.987
1.138,3,1687.9,1341.3,6620.9,6.983,6.983,494.92,288,548.86,1.15,0.998,6.195,1.019,17.043,0.135,0.99,0.988
2.088,6,6654.8,1385.6,6778.6,29.901,29.901,594.63,288,570.41,1.328,0.998,7.165,1.02,3.423,0.248,0.99,0.988
3.144,9,8375.6,1386.7,7054.9,60.316,60.316,577.39,288,577.03,1.392,0.998,7.497,1.02,11.977,0.237,0.99,0.988
4.161,12,14719,1547.5,7728,113.73,113.73,631.71,288,603.07,1.663,0.998,8.927,1.023,16.827,0.333,0.99,0.988
5.14,15,21626,1924.3,8468.5,175.26,175.26,697.81,288,633.42,2.087,0.998,11.109,1.027,24.691,0.489,0.99,0.988
6.175,18,29762,2306.8,8798.2,245.95,245.95,765.08,288,663.76,2.512,0.998,13.249,1.031,33.771,0.669,0.99,0.988
7.148,21,39003,2678,9119.6,332.31,332.31,814.63,288,685.34,2.983,0.998,15.588,1.036,43.402,0.859,0.99,0.988
8.206,24,50994,3087.5,9300.6,438.07,438.07,911.72,288,727.02,3.595,0.998,18.5,1.042,59.604,1.18,0.99,0.988
9.3,27,72768,3560.4,9743.4,644.99,644.99,1059.2,288,772.84,4.532,0.998,22.719,1.051,88.063,1.743,0.99,0.988
1.138,3,1328.8,1346.7,6626.2,7.267,7.267,479.54,288,546.83,1.137,0.998,6.112,1.019,13.134,0.114,0.99,0.989
2.088,6,6806.3,1382.2,6778.9,29.259,29.259,598.85,288,570.7,1.331,0.998,7.179,1.02,5.488,0.255,0.99,0.989
3.144,9,8375.7,1386.7,7057.4,60.319,60.319,576.61,288,576.89,1.392,0.998,7.49,1.021,11.943,0.236,0.99,0.989
4.161,12,14719,1547.5,7730,113.75,113.75,630.85,288,602.91,1.663,0.998,8.918,1.023,16.785,0.332,0.99,0.989
5.14,15,21626,1924.3,8469.4,175.26,175.26,696.86,288,633.24,2.087,0.998,11.098,1.027,24.635,0.488,0.99,0.989
6.175,18,29762,2306.8,8799.2,245.98,245.98,764,288,663.54,2.511,0.998,13.235,1.031,33.699,0.667,0.99,0.989
7.148,21,39002,2678,9120.1,332.4,332.4,813.63,288,685.17,2.982,0.998,15.571,1.036,43.322,0.858,0.99,0.989
8.206,24,50994,3087.5,9301,438.09,438.09,910.68,288,726.85,3.595,0.998,18.479,1.042,59.507,1.178,0.99,0.989
9.3,27,72768,3560.4,9744.2,644.78,644.78,1058.3,288,772.68,4.531,0.998,22.692,1.051,87.957,1.741,0.99,0.989
1.138,3,1189,1360,6637.1,8.011,8.011,467.85,288,545.9,1.134,0.998,6.075,1.019,4.879,0.095,0.99,0.99
2.088,6,6776.1,1382.7,6781.7,29.361,29.361,597.1,288,570.49,1.33,0.998,7.169,1.02,4.877,0.253,0.99,0.99
3.144,9,8375.8,1386.7,7059.9,60.32,60.32,575.82,288,576.74,1.392,0.998,7.483,1.021,11.91,0.236,0.99,0.99
4.161,12,14719,1547.5,7731.9,113.73,113.73,630,288,602.76,1.663,0.998,8.909,1.023,16.743,0.331,0.99,0.99
5.14,15,21626,1924.3,8470.3,175.23,175.23,695.91,288,633.06,2.087,0.998,11.086,1.027,24.58,0.487,0.99,0.99
6.175,18,29762,2306.8,8800.2,245.94,245.94,762.92,288,663.32,2.511,0.998,13.222,1.031,33.628,0.666,0.99,0.99
7.148,21,39002,2678,9120.6,332.38,332.38,812.63,288,685,2.981,0.998,15.555,1.036,43.242,0.856,0.99,0.99
8.206,24,50993,3087.5,9301.5,438.02,438.02,909.64,288,726.69,3.594,0.998,18.459,1.042,59.409,1.176,0.99,0.99
9.3,27,72769,3560.4,9745.1,644.87,644.87,1057.5,288,772.53,4.53,0.998,22.665,1.051,87.853,1.739,0.99,0.99
1.138,3,1510.8,1378.9,6652.2,9.09,9.09,474.27,288,547.68,1.148,0.998,6.148,1.019,1.875,0.101,0.99,0.991
2.088,6,6825.3,1381.4,6783.4,29.117,29.117,597.91,288,570.46,1.331,0.998,7.167,1.02,6.009,0.255,0.99,0.991
3.144,9,8376,1386.7,7062.4,60.318,60.318,575.04,288,576.6,1.391,0.998,7.476,1.021,11.877,0.235,0.99,0.991
4.161,12,14719,1547.5,7733.9,113.75,113.75,629.14,288,602.6,1.662,0.998,8.9,1.023,16.701,0.331,0.99,0.991
5.14,15,21626,1924.3,8471.2,175.22,175.22,694.97,288,632.89,2.087,0.998,11.075,1.027,24.525,0.485,0.99,0.991
6.175,18,29762,2306.8,8801.3,245.94,245.94,761.85,288,663.1,2.511,0.998,13.208,1.031,33.557,0.664,0.99,0.991
7.148,21,39001,2678.1,9121.1,332.29,332.29,811.63,288,684.84,2.981,0.998,15.538,1.036,43.162,0.855,0.99,0.991
8.206,24,50993,3087.5,9301.9,438.09,438.09,908.6,288,726.52,3.593,0.998,18.438,1.042,59.313,1.174,0.99,0.991
9.3,27,72770,3560.4,9746,644.76,644.76,1056.6,288,772.38,4.529,0.998,22.638,1.051,87.749,1.737,0.99,0.991
1.138,3,1746.5,1388.7,6661.3,9.664,9.664,479.62,288,548.87,1.159,0.998,6.197,1.019,1.067,0.106,0.99,0.992
2.088,6,6897.1,1379.5,6784.7,28.773,28.773,599.54,288,570.52,1.333,0.998,7.17,1.02,6.966,0.258,0.99,0.992
3.144,9,8376.1,1386.7,7065,60.324,60.324,574.26,288,576.46,1.391,0.998,7.469,1.021,11.844,0.234,0.99,0.992
4.161,12,14719,1547.5,7735.8,113.75,113.75,628.29,288,602.44,1.662,0.998,8.891,1.023,16.66,0.33,0.99,0.992
5.14,15,21627,1924.3,8472.1,175.22,175.22,694.03,288,632.71,2.086,0.998,11.064,1.027,24.47,0.484,0.99,0.992
6.175,18,29762,2306.8,8802.3,245.94,245.94,760.78,288,662.89,2.51,0.998,13.195,1.031,33.486,0.663,0.99,0.992
7.148,21,39001,2678.1,9121.6,332.42,332.42,810.63,288,684.67,2.98,0.998,15.521,1.036,43.082,0.853,0.99,0.992
8.206,24,50993,3087.5,9302.3,438.05,438.05,907.57,288,726.36,3.592,0.998,18.418,1.042,59.216,1.172,0.99,0.992
9.3,27,72771,3560.4,9746.9,644.98,644.98,1055.8,288,772.23,4.527,0.998,22.611,1.051,87.645,1.735,0.99,0.992
1.138,3,2370.9,1402.4,6673.3,10.478,10.478,496.5,288,552.06,1.184,0.998,6.331,1.019,0.11,0.125,0.99,0.993
2.088,6,6976.4,1374.9,6784.2,27.919,27.919,602.17,288,570.53,1.333,0.998,7.171,1.02,9.669,0.263,0.99,0.993
3.144,9,8376.1,1386.7,7067.5,60.324,60.324,573.49,288,576.31,1.391,0.998,7.461,1.021,11.811,0.234,0.99,0.993
4.161,12,14719,1547.5,7737.8,113.75,113.75,627.45,288,602.28,1.662,0.998,8.883,1.023,16.618,0.329,0.99,0.993
5.14,15,21627,1924.3,8473,175.22,175.22,693.1,288,632.53,2.086,0.998,11.053,1.027,24.416,0.483,0.99,0.993
6.175,18,29762,2306.8,8803.3,246.01,246.01,759.71,288,662.67,2.51,0.998,13.181,1.031,33.415,0.662,0.99,0.993
7.148,21,39000,2678.1,9122.1,332.39,332.39,809.64,288,684.5,2.98,0.998,15.504,1.036,43.002,0.851,0.99,0.993
8.206,24,50993,3087.5,9302.7,438.1,438.1,906.54,288,726.19,3.591,0.998,18.398,1.042,59.119,1.17,0.99,0.993
9.3,27,72772,3560.4,9747.8,645.02,645.02,1054.9,288,772.08,4.526,0.998,22.585,1.051,87.542,1.733,0.99,0.993
1.138,3,3471.5,1410.9,6682.3,11.011,11.011,528.2,288,557.27,1.226,0.998,6.555,1.019,0,0.163,0.99,0.994
2.088,6,6919.3,1377,6788,28.317,28.317,599.21,288,570.25,1.332,0.998,7.157,1.02,8.45,0.259,0.99,0.994
3.144,9,8376.3,1386.7,7070,60.322,60.322,572.71,288,576.17,1.391,0.998,7.454,1.021,11.778,0.233,0.99,0.994
4.161,12,14719,1547.5,7739.7,113.75,113.75,626.6,288,602.13,1.662,0.998,8.874,1.023,16.577,0.328,0.99,0.994
5.14,15,21627,1924.3,8473.9,175.27,175.27,692.16,288,632.36,2.086,0.998,11.042,1.027,24.361,0.482,0.99,0.994
6.175,18,29763,2306.8,8804.3,245.96,245.96,758.65,288,662.45,2.51,0.998,13.168,1.031,33.344,0.66,0.99,0.994
7.148,21,39000,2678.1,9122.6,332.41,332.41,808.65,288,684.34,2.979,0.998,15.487,1.036,42.923,0.85,0.99,0.994
8.206,24,50993,3087.5,9303.1,438.09,438.09,905.51,288,726.03,3.591,0.998,18.377,1.042,59.023,1.168,0.99,0.994
9.3,27,72772,3560.4,9748.6,644.76,644.76,1054.1,288,771.93,4.525,0.998,22.558,1.051,87.438,1.731,0.99,0.994
1.138,3,5529.2,1398.4,6677.9,10.271,10.271,586.51,288,565.31,1.291,0.998,6.919,1.019,0.488,0.234,0.99,0.995
2.088,6,6959.4,1371.5,6787.1,27.282,27.282,601.04,288,570.11,1.332,0.998,7.151,1.02,11.45,0.264,0.99,0.995
3.144,9,8376.4,1386.7,7072.5,60.326,60.326,571.93,288,576.03,1.391,0.998,7.447,1.021,11.745,0.232,0.99,0.995
4.161,12,14719,1547.5,7741.7,113.74,113.74,625.75,288,601.97,1.662,0.998,8.865,1.023,16.535,0.327,0.99,0.995
5.14,15,21627,1924.3,8474.8,175.27,175.27,691.23,288,632.18,2.086,0.998,11.031,1.027,24.306,0.481,0.99,0.995
6.175,18,29763,2306.8,8805.4,245.96,245.96,757.59,288,662.24,2.509,0.998,13.155,1.031,33.273,0.659,0.99,0.995
7.148,21,38999,2678.1,9123.1,332.36,332.36,807.66,288,684.17,2.978,0.998,15.471,1.036,42.844,0.848,0.99,0.995
8.206,24,50993,3087.5,9303.5,438,438,904.49,288,725.87,3.59,0.998,18.357,1.042,58.927,1.167,0.99,0.995
9.3,27,72773,3560.4,9749.5,645.12,645.12,1053.2,288,771.78,4.524,0.998,22.531,1.051,87.335,1.729,0.99,0.995
1.138,3,6637.3,1345.6,6647.1,7.217,7.217,628.53,288,567.98,1.309,0.998,7.044,1.019,19.224,0.299,0.99,0.996
2.088,6,6938.9,1373,6790.5,27.566,27.566,599.2,288,569.93,1.331,0.998,7.142,1.02,10.536,0.262,0.99,0.996
3.144,9,8376.5,1386.7,7075.1,60.316,60.316,571.16,288,575.88,1.391,0.998,7.44,1.021,11.712,0.232,0.99,0.996
4.161,12,14719,1547.5,7743.7,113.76,113.76,624.91,288,601.81,1.661,0.998,8.856,1.023,16.494,0.327,0.99,0.996
5.14,15,21627,1924.3,8475.6,175.27,175.27,690.3,288,632.01,2.085,0.998,11.019,1.027,24.252,0.48,0.99,0.996
6.175,18,29763,2306.8,8806.4,245.95,245.95,756.53,288,662.02,2.509,0.998,13.142,1.031,33.203,0.657,0.99,0.996
7.148,21,38999,2678.1,9123.6,332.39,332.39,806.67,288,684,2.978,0.998,15.454,1.036,42.764,0.847,0.99,0.996
8.206,24,50993,3087.5,9304,438.1,438.1,903.47,288,725.71,3.589,0.998,18.337,1.042,58.832,1.165,0.99,0.996
9.3,27,72774,3560.4,9750.3,644.85,644.85,1052.4,288,771.63,4.523,0.998,22.505,1.051,87.232,1.727,0.99,0.996
1.138,3,1711.1,1319.5,6627.5,5.747,5.747,498.4,288,547.69,1.148,0.998,6.147,1.019,25.508,0.148,0.99,0.997
2.088,6,6881.7,1366.3,6788.8,26.33,26.33,598.86,288,569.44,1.328,0.998,7.118,1.02,14.058,0.264,0.99,0.997
3.144,9,8376.6,1386.7,7077.6,60.325,60.325,570.39,288,575.74,1.391,0.998,7.433,1.021,11.679,0.231,0.99,0.997
4.161,12,14720,1547.5,7745.6,113.76,113.76,624.07,288,601.66,1.661,0.998,8.847,1.023,16.452,0.326,0.99,0.997
5.14,15,21628,1924.3,8476.5,175.23,175.23,689.37,288,631.83,2.085,0.998,11.008,1.027,24.197,0.479,0.99,0.997
6.175,18,29764,2306.8,8807.5,246.01,246.01,755.47,288,661.81,2.509,0.998,13.128,1.031,33.133,0.656,0.99,0.997
7.148,21,38998,2678.1,9124.1,332.32,332.32,805.69,288,683.84,2.977,0.998,15.437,1.036,42.686,0.845,0.99,0.997
8.206,24,50993,3087.5,9304.4,438.09,438.09,902.45,288,725.55,3.588,0.998,18.316,1.042,58.736,1.163,0.99,0.997
9.3,27,72775,3560.4,9751.2,644.79,644.79,1051.5,288,771.49,4.522,0.998,22.478,1.051,87.129,1.725,0.99,0.997
1.138,3,536.9,1347.2,6646.1,7.249,7.249,444.73,288,541.03,1.106,0.998,5.883,1.019,8.399,0.073,0.99,0.998
2.088,6,6773.9,1363.1,6789.3,25.742,25.742,596.17,288,568.88,1.323,0.998,7.092,1.02,15.749,0.262,0.99,0.998
3.144,9,8376.7,1386.7,7080.1,60.326,60.326,569.62,288,575.6,1.391,0.998,7.426,1.021,11.646,0.231,0.99,0.998
4.161,12,14720,1547.5,7747.6,113.76,113.76,623.23,288,601.5,1.661,0.998,8.839,1.023,16.411,0.325,0.99,0.998
5.14,15,21628,1924.3,8477.4,175.25,175.25,688.45,288,631.66,2.085,0.998,10.997,1.027,24.143,0.478,0.99,0.998
6.175,18,29765,2306.8,8808.5,245.97,245.97,754.42,288,661.6,2.509,0.998,13.115,1.031,33.062,0.655,0.99,0.998
7.148,21,38998,2678.1,9124.6,332.38,332.38,804.71,288,683.67,2.977,0.998,15.421,1.036,42.607,0.844,0.99,0.998
8.206,24,50993,3087.5,9304.8,438.01,438.01,901.43,288,725.39,3.587,0.998,18.296,1.042,58.641,1.161,0.99,0.998
9.3,27,72776,3560.4,9752,645.13,645.13,1050.7,288,771.34,4.52,0.998,22.452,1.051,87.027,1.723,0.99,0.998
1.138,3,940.48,1369.3,6663.9,8.506,8.506,451.39,288,543.31,1.124,0.998,5.973,1.019,0,0.075,0.99,0.999
2.088,6,6691,1360.9,6790.4,25.346,25.346,593.79,288,568.39,1.32,0.998,7.068,1.02,16.5,0.26,0.99,0.999
3.144,9,8376.8,1386.7,7082.6,60.331,60.331,568.85,288,575.46,1.39,0.998,7.419,1.021,11.613,0.23,0.99,0.999
4.161,12,14720,1547.5,7749.6,113.75,113.75,622.39,288,601.35,1.661,0.998,8.83,1.023,16.37,0.324,0.99,0.999
5.14,15,21628,1924.3,8478.3,175.28,175.28,687.52,288,631.48,2.084,0.998,10.986,1.027,24.089,0.477,0.99,0.999
6.175,18,29766,2306.9,8809.6,246,246,753.38,288,661.39,2.508,0.998,13.103,1.031,32.993,0.653,0.99,0.999
7.148,21,38997,2678.1,9125.1,332.38,332.38,803.73,288,683.51,2.976,0.998,15.404,1.036,42.528,0.842,0.99,0.999
8.206,24,50993,3087.5,9305.2,438.02,438.02,900.42,288,725.23,3.587,0.998,18.276,1.042,58.546,1.159,0.99,0.999
9.3,27,72777,3560.4,9752.8,644.81,644.81,1049.8,288,771.2,4.519,0.998,22.426,1.051,86.925,1.721,0.99,0.999
1.138,3,1653.8,1392.7,6682.6,9.876,9.876,470.99,288,547.32,1.155,0.998,6.135,1.019,0,0.098,0.99,1
2.088,6,6523.3,1357.6,6790.8,24.74,24.74,589.7,288,567.63,1.314,0.998,7.032,1.02,18.222,0.256,0.99,1
3.144,9,8376.9,1386.7,7085.1,60.334,60.334,568.08,288,575.32,1.39,0.998,7.412,1.021,11.581,0.229,0.99,1
4.161,12,14720,1547.5,7751.5,113.76,113.76,621.56,288,601.19,1.661,0.998,8.821,1.023,16.329,0.323,0.99,1
5.14,15,21628,1924.3,8479.2,175.28,175.28,686.6,288,631.31,2.084,0.998,10.975,1.027,24.035,0.476,0.99,1
6.175,18,29768,2306.9,8810.7,246.04,246.04,752.34,288,661.18,2.508,0.998,13.09,1.031,32.923,0.652,0.99,1
7.148,21,38997,2678.1,9125.6,332.26,332.26,802.76,288,683.35,2.976,0.998,15.388,1.036,42.45,0.84,0.99,1
8.206,24,50993,3087.5,9305.6,437.94,437.94,899.41,288,725.07,3.586,0.998,18.256,1.042,58.451,1.157,0.99,1
9.3,27,72777,3560.4,9753.7,645.1,645.1,1049,288,771.05,4.518,0.998,22.399,1.051,86.823,1.719,0.99,1
1.138,3,3343.8,1380.9,6616.5,9.3,9.3,543.56,288,558.79,1.217,0.998,6.629,1.019,6.622,0.18,0.991,0.975
2.088,6,4885.5,1394.9,6750.5,31.609,31.609,553.57,288,565.63,1.277,0.998,6.946,1.02,0,0.188,0.991,0.975
3.144,9,8374.2,1386.7,7020.1,60.293,60.293,587.3,288,578.69,1.393,0.998,7.593,1.02,12.396,0.245,0.991,0.975
4.161,12,14718,1547.4,7700.6,113.73,113.73,642.61,288,604.95,1.666,0.998,9.046,1.023,17.361,0.344,0.991,0.975
5.14,15,21623,1924.3,8456,175.23,175.23,709.82,288,635.52,2.091,0.998,11.259,1.026,25.396,0.503,0.991,0.975
6.175,18,29761,2306.8,8784.1,245.97,245.97,778.93,288,666.44,2.517,0.998,13.43,1.03,34.695,0.687,0.991,0.975
7.148,21,39012,2678,9112.5,332.52,332.52,827.3,288,687.28,2.991,0.998,15.815,1.036,44.43,0.88,0.991,0.975
8.206,24,50983,3087.1,9294.3,437.89,437.89,924.9,288,728.92,3.606,0.998,18.771,1.042,60.844,1.204,0.991,0.975
9.3,27,72756,3560.3,9730.2,644.8,644.8,1069.6,288,774.59,4.549,0.998,23.08,1.051,89.371,1.769,0.991,0.975
1.138,3,2799.4,1357.9,6603,7.966,7.966,532.66,288,555.9,1.194,0.998,6.501,1.019,13.651,0.172,0.991,0.976
2.088,6,4980.4,1395.3,6753.2,31.69,31.69,555.44,288,565.9,1.28,0.998,6.959,1.02,0,0.191,0.991,0.976
3.144,9,8374.2,1386.7,7022.6,60.299,60.299,586.5,288,578.55,1.393,0.998,7.586,1.02,12.363,0.245,0.991,0.976
4.161,12,14718,1547.4,7702.6,113.72,113.72,641.72,288,604.79,1.666,0.998,9.037,1.023,17.318,0.343,0.991,0.976
5.14,15,21623,1924.3,8456.9,175.24,175.24,708.84,288,635.34,2.091,0.998,11.248,1.026,25.339,0.502,0.991,0.976
6.175,18,29761,2306.8,8785.1,245.95,245.95,777.8,288,666.21,2.516,0.998,13.416,1.03,34.621,0.685,0.991,0.976
7.148,21,39011,2678,9113,332.43,332.43,826.26,288,687.1,2.991,0.998,15.798,1.036,44.347,0.878,0.991,0.976
8.206,24,50986,3087.2,9294.8,437.98,437.98,923.82,288,728.75,3.605,0.998,18.751,1.042,60.746,1.203,0.991,0.976
9.3,27,72756,3560.4,9731.2,644.9,644.9,1068.7,288,774.42,4.547,0.998,23.052,1.051,89.263,1.767,0.991,0.976
1.138,3,3806.3,1356,6605.4,7.867,7.867,563.47,288,560.18,1.228,0.998,6.69,1.019,15.694,0.211,0.991,0.977
2.088,6,4945.8,1395.1,6755.6,31.648,31.648,553.76,288,565.6,1.279,0.998,6.945,1.02,0,0.189,0.991,0.977
3.144,9,8374.3,1386.7,7025.1,60.3,60.3,585.69,288,578.4,1.393,0.998,7.578,1.02,12.329,0.244,0.991,0.977
4.161,12,14718,1547.4,7704.5,113.74,113.74,640.84,288,604.62,1.665,0.998,9.028,1.023,17.275,0.342,0.991,0.977
5.14,15,21623,1924.3,8457.8,175.19,175.19,707.87,288,635.16,2.091,0.998,11.236,1.026,25.282,0.5,0.991,0.977
6.175,18,29761,2306.8,8786.1,245.98,245.98,776.69,288,665.99,2.516,0.998,13.402,1.03,34.548,0.684,0.991,0.977
7.148,21,39011,2678,9113.6,332.45,332.45,825.22,288,686.93,2.99,0.998,15.78,1.036,44.265,0.876,0.991,0.977
8.206,24,50988,3087.2,9295.3,437.91,437.91,922.75,288,728.58,3.604,0.998,18.73,1.042,60.647,1.201,0.991,0.977
9.3,27,72757,3560.4,9732.1,644.73,644.73,1067.8,288,774.26,4.546,0.998,23.025,1.051,89.155,1.765,0.991,0.977
1.138,3,3803,1354.2,6606.5,7.758,7.758,563.28,288,560.02,1.227,0.998,6.683,1.019,16.616,0.211,0.991,0.978
2.088,6,5047.2,1395.2,6758,31.667,31.667,555.7,288,565.75,1.282,0.998,6.952,1.02,0,0.192,0.991,0.978
3.144,9,8374.5,1386.7,7027.6,60.296,60.296,584.89,288,578.26,1.393,0.998,7.571,1.02,12.295,0.243,0.991,0.978
4.161,12,14718,1547.4,7706.4,113.73,113.73,639.96,288,604.46,1.665,0.998,9.019,1.023,17.232,0.341,0.991,0.978
5.14,15,21624,1924.3,8458.7,175.22,175.22,706.9,288,634.98,2.091,0.998,11.225,1.026,25.226,0.499,0.991,0.978
6.175,18,29761,2306.8,8787.1,245.95,245.95,775.57,288,665.76,2.516,0.998,13.388,1.03,34.474,0.683,0.991,0.978
7.148,21,39010,2678,9114.1,332.39,332.39,824.19,288,686.76,2.989,0.998,15.763,1.036,44.182,0.875,0.991,0.978
8.206,24,50989,3087.3,9295.7,437.94,437.94,921.67,288,728.41,3.604,0.998,18.709,1.042,60.549,1.199,0.991,0.978
9.3,27,72758,3560.4,9733.1,644.68,644.68,1066.9,288,774.09,4.545,0.998,22.997,1.051,89.047,1.763,0.991,0.978
1.138,3,4019.7,1353.9,6609,7.738,7.738,568.83,288,560.69,1.234,0.998,6.714,1.019,16.361,0.218,0.991,0.979
2.088,6,5403.9,1394.9,6760.2,31.624,31.624,564.96,288,567.06,1.293,0.998,7.014,1.02,0,0.203,0.991,0.979
3.144,9,8374.6,1386.7,7030.1,60.305,60.305,584.09,288,578.12,1.393,0.998,7.564,1.02,12.261,0.243,0.991,0.979
4.161,12,14718,1547.4,7708.4,113.71,113.71,639.08,288,604.3,1.665,0.998,9.01,1.023,17.19,0.34,0.991,0.979
5.14,15,21624,1924.3,8459.6,175.21,175.21,705.92,288,634.79,2.09,0.998,11.213,1.026,25.17,0.498,0.991,0.979
6.175,18,29761,2306.8,8788.1,245.94,245.94,774.46,288,665.53,2.515,0.998,13.374,1.03,34.4,0.681,0.991,0.979
7.148,21,39009,2678,9114.6,332.49,332.49,823.15,288,686.58,2.989,0.998,15.746,1.036,44.1,0.873,0.991,0.979
8.206,24,50990,3087.3,9296.2,438.03,438.03,920.6,288,728.24,3.603,0.998,18.689,1.042,60.45,1.197,0.991,0.979
9.3,27,72759,3560.4,9734,644.7,644.7,1066,288,773.93,4.544,0.998,22.97,1.051,88.94,1.761,0.991,0.979
1.138,3,4459.4,1379.5,6628.7,9.21,9.21,571.71,288,562.72,1.254,0.998,6.807,1.019,5.602,0.214,0.991,0.98
2.088,6,5714.9,1394.1,6762.2,31.488,31.488,572.89,288,568.08,1.303,0.998,7.063,1.02,0,0.214,0.991,0.98
3.144,9,8374.7,1386.7,7032.6,60.306,60.306,583.29,288,577.97,1.393,0.998,7.556,1.02,12.228,0.242,0.991,0.98
4.161,12,14718,1547.4,7710.3,113.74,113.74,638.21,288,604.14,1.665,0.998,9,1.023,17.147,0.339,0.991,0.98
5.14,15,21624,1924.3,8460.4,175.24,175.24,704.96,288,634.62,2.09,0.998,11.201,1.026,25.113,0.497,0.991,0.98
